employee_id,department,employment_year,pension_plan,monthly_salary_sek,working_ratio,training_hours_2024,overtime_hours_2024
5417,Operations,2015,1,35901.1,0.8,2,3
5418,Support,2015,1,34762.16,0.75,0,7
5419,Procurement,2015,1,42145.93,1.0,13,5
5420,HR,2015,1,35614.4,1.0,3,18
5421,Logistics,2015,1,41643.4,0.8,8,2
5422,Finance,2015,1,40412.4,0.9,12,10
5423,R&D,2015,1,35081.6,0.85,18,13
5424,Sales,2015,1,32412.56,0.8,4,12
5425,Support,2015,1,45543.7,0.85,14,8
5426,Finance,2015,1,45460.66,0.75,11,17
5427,HR,2015,1,48163.05,1.0,11,10
5428,Logistics,2015,1,37439.78,0.85,9,2
5429,Operations,2015,1,30185.42,0.85,13,4
5430,Logistics,2015,1,38449.18,1.0,15,2
5431,Sales,2015,1,38359.18,0.75,12,16
5432,Support,2015,1,37221.25,0.8,17,18
5433,Operations,2015,1,39551.13,0.9,18,8
5434,Logistics,2015,1,31277.99,0.9,19,16
5435,Operations,2015,1,40098.87,0.85,3,6
5436,HR,2015,1,48158.06,0.9,18,18
5437,Finance,2015,1,47689.41,0.75,6,1
5438,Finance,2015,1,38158.94,0.75,7,8
5439,IT,2015,1,39644.69,0.85,14,4
5440,Finance,2015,1,41841.64,0.8,3,11
5441,Support,2015,1,37256.98,0.85,8,6
5442,Finance,2015,1,33552.05,0.85,11,5
5443,HR,2015,1,31196.6,0.8,8,13
5444,Logistics,2015,1,46628.44,0.8,4,17
5445,HR,2015,1,47020.41,1.0,19,5
5446,Support,2015,1,41287.01,0.8,5,10
5447,Sales,2015,1,34434.29,0.9,12,17
5448,Marketing,2015,1,47704.38,0.8,10,9
5449,Operations,2015,1,38094.61,0.85,16,3
5450,Marketing,2015,1,41270.19,0.75,1,20
5451,IT,2015,1,31872.84,0.8,1,11
5452,Sales,2015,1,49607.11,0.85,6,20
5453,Procurement,2015,1,43087.64,1.0,0,20
5454,Logistics,2015,1,49364.04,0.75,0,13
5455,Operations,2015,1,38109.83,1.0,15,12
5456,R&D,2015,1,35476.77,0.75,9,17
5457,IT,2015,1,37764.5,0.75,8,2
5458,Procurement,2015,1,32587.97,0.9,16,14
5459,Finance,2015,1,40033.25,0.75,1,8
5460,Logistics,2015,1,40151.53,0.8,16,1
5461,Finance,2015,1,41700.76,1.0,3,12
5462,Support,2015,1,34872.82,0.8,0,6
5463,Finance,2015,1,37004.05,0.8,12,20
5464,Sales,2015,1,38452.36,1.0,13,2
5465,Logistics,2015,1,44378.35,1.0,3,11
5466,Finance,2015,1,36738.37,0.8,2,3
5467,Procurement,2015,1,34265.85,0.85,10,18
5468,R&D,2015,1,47673.14,0.75,11,14
5469,R&D,2015,1,33882.39,1.0,18,0
5470,Logistics,2015,1,44805.62,0.85,2,11
5471,Support,2015,1,45437.39,0.85,13,16
5472,Support,2015,1,40225.28,0.9,11,3
5473,Sales,2015,1,31442.09,0.75,4,8
5474,R&D,2015,1,48107.05,0.8,2,15
5475,Procurement,2015,1,47635.57,0.9,14,18
5476,IT,2015,1,33306.68,1.0,7,3
5477,Support,2015,1,43387.12,0.9,20,2
5478,R&D,2015,1,34085.82,0.85,6,12
5479,Support,2015,1,46247.82,0.9,1,18
5480,Procurement,2015,1,38832.69,1.0,19,20
5481,Sales,2015,1,33242.77,0.8,1,15
5482,HR,2015,1,33305.38,1.0,12,2
5483,Operations,2015,1,46352.93,0.75,2,9
5484,Finance,2015,1,33403.02,0.8,10,6
5485,Marketing,2015,1,45548.4,1.0,15,4
5486,R&D,2015,1,47583.91,0.75,20,9
5487,Operations,2015,1,46488.83,0.75,7,9
5488,R&D,2015,1,41836.2,0.85,20,5
5489,IT,2015,1,42352.19,0.9,19,12
5490,Support,2015,1,43639.84,1.0,3,18
5491,HR,2015,1,49896.54,0.8,15,6
5492,Operations,2015,1,37038.39,1.0,19,11
5493,HR,2015,1,45103.12,0.85,13,7
5494,Finance,2015,1,39734.82,0.85,16,11
5495,Operations,2015,1,48965.39,1.0,17,5
5496,Sales,2015,1,37336.45,1.0,19,19
5497,IT,2015,1,34831.44,1.0,9,5
5498,Operations,2015,1,38168.22,1.0,11,3
5499,IT,2015,1,39971.09,0.8,17,5
5500,IT,2015,1,40443.18,0.75,4,4
5501,Logistics,2015,1,47703.62,1.0,8,16
5502,Finance,2015,1,36870.26,0.8,0,16
5503,IT,2015,1,32773.12,0.75,20,13
5504,Logistics,2015,1,31185.43,1.0,1,16
5505,Sales,2015,1,33265.13,0.8,7,5
5506,Sales,2015,1,40991.04,0.75,11,0
5507,HR,2015,1,39978.26,0.75,13,16
5508,Sales,2015,1,42973.75,0.9,5,18
5509,IT,2015,1,34894.3,0.75,0,19
5510,Procurement,2015,1,40785.5,0.75,16,11
5511,Operations,2015,1,37815.83,0.85,18,6
5512,HR,2015,1,44429.63,0.75,20,0
5513,Logistics,2015,1,37107.75,0.9,7,20
5514,Finance,2015,1,37493.23,0.9,6,16
5515,IT,2015,1,41816.82,1.0,20,12
5516,Support,2015,1,35135.26,0.9,15,1
5517,Procurement,2015,1,49961.25,0.8,18,3
5518,Marketing,2015,1,41302.64,1.0,2,1
5519,HR,2015,1,36753.75,1.0,9,6
5520,Procurement,2015,1,49574.76,1.0,20,18
5521,Procurement,2015,1,32509.84,0.75,3,13
5522,Marketing,2015,1,39130.29,0.85,18,9
5523,R&D,2015,1,40649.82,0.8,6,1
5524,Sales,2015,1,41755.8,1.0,4,7
5525,Procurement,2015,1,44996.92,1.0,3,5
5526,Marketing,2015,1,46642.64,0.9,20,6
5527,HR,2015,1,30546.67,0.85,16,15
5528,Operations,2015,1,33167.5,0.85,15,18
5529,HR,2015,1,35374.21,0.8,4,16
5530,R&D,2015,1,32253.98,0.85,11,14
5531,Operations,2015,1,48137.32,1.0,8,3
5532,Operations,2015,1,48352.62,0.9,4,19
5533,Operations,2015,1,31010.97,0.9,7,8
5534,IT,2015,1,45902.1,0.8,9,0
5535,Support,2015,1,33523.54,0.75,11,9
5536,Operations,2015,1,42969.46,0.9,6,9
5537,Logistics,2015,1,39761.52,0.75,13,20
5538,Support,2015,1,44126.77,0.75,5,9
5539,R&D,2015,1,46992.98,0.9,20,20
5540,HR,2015,1,31911.56,0.75,3,18
5541,Procurement,2015,1,39024.43,0.8,18,9
5542,Procurement,2015,1,42000.37,0.75,8,2
5543,Finance,2015,1,45941.69,1.0,8,8
5544,HR,2015,1,30824.89,1.0,6,20
5545,Operations,2015,1,32772.28,0.8,15,15
5546,Logistics,2015,1,37202.15,0.85,0,19
5547,Finance,2015,1,39892.18,0.8,8,18
5548,Operations,2015,1,30693.74,0.85,7,2
5549,Logistics,2015,1,31520.64,0.9,7,1
5550,R&D,2015,1,30873.29,0.9,13,9
5551,HR,2015,1,41996.68,0.85,14,4
5552,Marketing,2015,1,48335.15,0.9,15,1
5553,R&D,2015,1,42759.77,1.0,8,15
5554,Marketing,2015,1,48356.9,1.0,13,1
5555,Sales,2015,1,36154.83,0.9,6,19
5556,R&D,2015,1,35604.06,0.75,13,20
5557,Finance,2015,1,45639.06,0.75,4,14
5558,Marketing,2015,1,48668.23,1.0,9,13
5559,HR,2015,1,48503.18,0.75,8,5
5560,Marketing,2015,1,35302.69,1.0,19,2
5561,HR,2015,1,42072.91,0.8,12,18
5562,Operations,2015,1,42739.84,0.75,3,13
5563,Procurement,2015,1,38147.6,1.0,3,6
5564,HR,2015,1,49938.42,0.8,6,2
5565,HR,2015,1,33392.8,0.9,4,3
5566,Sales,2015,1,49503.99,0.9,2,9
5567,IT,2015,1,33950.79,0.9,15,2
5568,HR,2015,1,47596.19,0.9,17,13
5569,R&D,2015,1,33567.44,1.0,0,19
5570,Finance,2015,1,35783.31,0.9,19,18
5571,Marketing,2015,1,39125.79,0.8,11,15
5572,Sales,2015,1,35457.61,0.8,13,4
5573,HR,2015,1,41819.15,0.8,4,20
5574,IT,2015,1,33277.79,1.0,0,19
5575,Sales,2015,1,48285.34,0.8,11,19
5576,Support,2015,1,40943.12,0.75,19,3
5577,Logistics,2015,1,45430.69,0.8,7,7
5578,IT,2015,1,49682.44,0.75,2,18
5579,Sales,2015,1,33246.18,0.75,17,19
5580,Sales,2015,1,33627.59,0.9,10,12
5581,Support,2015,1,37832.67,0.8,17,9
5582,IT,2015,1,49784.61,0.75,12,5
5583,IT,2015,1,36702.33,1.0,10,3
5584,IT,2015,1,35653.72,0.9,6,10
5585,Marketing,2015,1,45598.82,0.85,0,15
5586,Sales,2015,1,31642.23,0.8,1,6
5587,IT,2015,1,45477.64,0.9,17,4
5588,HR,2015,1,38247.82,0.85,8,6
5589,Logistics,2015,1,42179.31,0.75,11,5
5590,Support,2015,1,45105.99,0.75,17,15
5591,Operations,2015,1,37848.08,0.9,15,9
5592,HR,2015,1,37194.8,0.8,13,20
5593,Procurement,2015,1,39587.51,0.8,16,18
5594,Logistics,2015,1,34432.82,0.75,1,7
5595,Logistics,2015,1,45220.24,0.75,2,2
5596,Procurement,2015,1,39171.42,0.75,13,6
5597,IT,2015,1,47377.38,0.75,19,6
5598,Finance,2015,1,41218.57,1.0,8,1
5599,IT,2015,1,49197.02,0.8,7,2
5600,HR,2015,1,39193.44,1.0,7,14
5601,IT,2016,2,30126.87,0.75,15,12
5602,Finance,2016,2,42676.39,0.75,8,5
5603,R&D,2016,2,45942.33,0.75,1,8
5604,Support,2016,2,45543.22,0.9,6,11
5605,R&D,2016,2,49887.28,0.75,10,0
5606,HR,2016,2,41364.65,0.85,0,4
5607,Operations,2016,2,38399.09,0.9,12,4
5608,Support,2016,2,40329.03,0.85,3,19
5609,HR,2016,2,47842.06,0.9,1,14
5610,Operations,2016,2,41536.58,0.9,11,8
5611,Sales,2016,2,48346.13,0.9,4,6
5612,Support,2016,2,35755.73,0.8,18,12
5613,HR,2016,2,35470.12,1.0,14,2
5614,R&D,2016,2,38715.46,0.85,4,9
5615,Procurement,2016,2,37037.63,0.85,4,9
5616,Support,2016,2,44401.15,0.8,15,5
5617,Operations,2016,2,40987.01,0.75,15,7
5618,Finance,2016,2,46793.1,0.85,16,1
5619,Support,2016,2,43786.33,0.75,16,2
5620,Finance,2016,2,46676.45,0.9,19,4
5621,Operations,2016,2,48392.11,0.9,11,5
5622,Marketing,2016,2,30267.5,1.0,12,9
5623,R&D,2016,2,44148.72,0.8,5,3
5624,Operations,2016,2,41089.04,0.85,4,12
5625,Finance,2016,2,47460.31,0.75,12,13
5626,R&D,2016,2,48406.91,0.9,0,12
5627,R&D,2016,2,30780.55,0.9,17,0
5628,Support,2016,2,33720.94,0.85,14,8
5629,Marketing,2016,2,31190.0,0.85,20,16
5630,Procurement,2016,2,47789.92,0.85,13,5
5631,Marketing,2016,2,40565.78,0.85,12,5
5632,Marketing,2016,2,49706.73,0.85,14,8
5633,Operations,2016,2,33179.84,1.0,3,20
5634,HR,2016,2,47855.21,0.9,3,18
5635,R&D,2016,2,44542.2,0.85,14,12
5636,Logistics,2016,2,47365.8,0.75,13,15
5637,Marketing,2016,2,34421.82,0.9,20,7
5638,Marketing,2016,2,41132.36,0.85,20,11
5639,IT,2016,2,35386.84,0.8,1,18
5640,Logistics,2016,2,31192.73,0.8,14,18
5641,Logistics,2016,2,30359.47,0.75,3,18
5642,R&D,2016,2,41276.42,0.75,9,1
5643,IT,2016,2,49895.48,1.0,7,9
5644,R&D,2016,2,34542.06,0.9,9,20
5645,Finance,2016,2,33808.31,0.9,3,13
5646,Procurement,2016,2,47288.67,0.75,11,18
5647,Logistics,2016,2,31616.19,0.85,11,9
5648,Logistics,2016,2,47326.2,0.9,19,11
5649,IT,2016,2,37720.65,1.0,9,0
5650,Procurement,2016,2,33380.28,1.0,16,13
5651,Sales,2016,2,31237.86,1.0,2,10
5652,IT,2016,2,34379.62,0.8,12,5
5653,Logistics,2016,2,44481.63,0.85,2,18
5654,Operations,2016,2,36613.41,0.9,2,19
5655,HR,2016,2,32491.76,0.75,5,7
5656,Marketing,2016,2,48541.27,0.8,13,13
5657,R&D,2016,2,49253.62,1.0,6,18
5658,Procurement,2016,2,49833.96,0.85,4,14
5659,Sales,2016,2,39660.7,0.9,16,1
5660,Procurement,2016,2,44567.8,0.75,1,1
5661,Procurement,2016,2,46073.36,0.85,20,15
5662,Operations,2016,2,47735.74,0.8,7,5
5663,Operations,2016,2,32176.43,0.8,0,13
5664,Procurement,2016,2,31267.75,0.9,14,20
5665,Marketing,2016,2,37526.46,1.0,12,1
5666,Marketing,2016,2,37883.04,0.9,0,8
5667,Marketing,2016,2,33274.85,1.0,3,0
5668,R&D,2016,2,30514.38,1.0,7,17
5669,Marketing,2016,2,40946.23,1.0,18,19
5670,Marketing,2016,2,34379.55,0.75,18,19
5671,Operations,2016,2,48485.91,0.8,4,17
5672,Operations,2016,2,35310.83,0.75,8,18
5673,Support,2016,2,41361.2,0.9,5,20
5674,Procurement,2016,2,34090.37,0.8,13,3
5675,Procurement,2016,2,41146.14,0.75,6,7
5676,Finance,2016,2,45900.48,0.85,11,15
5677,IT,2016,2,33671.0,0.9,19,13
5678,Operations,2016,2,36567.36,0.9,13,9
5679,R&D,2016,2,31749.56,0.85,10,3
5680,HR,2016,2,36462.08,0.8,15,14
5681,Procurement,2016,2,30110.39,0.85,5,20
5682,Operations,2016,2,33806.72,0.8,20,8
5683,Logistics,2016,2,49411.25,1.0,7,14
5684,R&D,2016,2,37433.4,0.9,6,5
5685,Marketing,2016,2,36966.01,0.9,6,18
5686,Logistics,2016,2,30252.85,0.75,19,2
5687,HR,2016,2,39004.9,1.0,6,12
5688,Finance,2016,2,45030.55,0.75,16,11
5689,R&D,2016,2,43272.38,0.85,12,2
5690,Procurement,2016,2,47339.5,1.0,20,12
5691,Sales,2016,2,36795.97,0.85,15,7
5692,Support,2016,2,39473.0,0.8,13,2
5693,Logistics,2016,2,36571.19,0.75,12,2
5694,Marketing,2016,2,36810.66,1.0,20,7
5695,IT,2016,2,40576.48,0.85,6,16
5696,Support,2016,2,31946.73,0.75,13,9
5697,HR,2016,2,30542.9,0.8,19,1
5698,Procurement,2016,2,47982.97,0.85,20,18
5699,Marketing,2016,2,40202.33,1.0,1,18
5700,Finance,2016,2,37836.93,0.75,4,15
5701,Support,2016,2,46585.32,0.85,11,17
5702,Sales,2016,2,31367.31,0.75,10,10
5703,Support,2016,2,42687.29,0.8,12,16
5704,Marketing,2016,2,47519.13,0.75,19,8
5705,R&D,2016,2,41320.36,1.0,15,17
5706,HR,2016,2,45408.05,0.75,11,18
5707,R&D,2016,2,48611.01,0.9,3,9
5708,Marketing,2016,2,47280.41,0.8,14,13
5709,HR,2016,2,43148.32,0.9,1,15
5710,Support,2016,2,41090.2,0.85,17,19
5711,Support,2016,2,36524.71,0.9,19,10
5712,Operations,2016,2,44141.79,0.85,18,4
5713,Support,2016,2,41870.68,0.9,16,7
5714,Operations,2016,2,36559.99,0.75,5,9
5715,Logistics,2016,2,33222.48,0.8,15,0
5716,Operations,2016,2,47653.16,1.0,4,6
5717,Procurement,2016,2,34915.69,0.75,13,14
5718,Marketing,2016,2,31712.14,1.0,17,18
5719,Procurement,2016,2,44664.96,0.9,13,16
5720,HR,2016,2,43705.38,0.85,16,7
5721,Support,2016,2,45493.48,0.9,4,15
5722,Procurement,2016,2,44573.64,0.9,5,11
5723,Sales,2016,2,38073.74,1.0,0,7
5724,Finance,2016,2,37662.99,0.8,12,11
5725,Procurement,2016,2,43488.15,1.0,3,16
5726,Support,2016,2,36687.14,1.0,8,14
5727,Support,2016,2,47873.42,0.85,13,5
5728,Marketing,2016,2,47067.19,1.0,0,16
5729,Sales,2016,2,37335.9,0.75,2,17
5730,Finance,2016,2,37235.44,0.8,9,15
5731,Procurement,2016,2,34146.84,0.9,1,9
5732,Finance,2016,2,46261.16,0.85,13,14
5733,Finance,2016,2,32270.74,0.8,5,0
5734,Support,2016,2,40609.93,0.85,2,0
5735,IT,2016,2,32342.02,0.75,15,9
5736,IT,2016,2,35450.46,0.75,3,2
5737,Procurement,2016,2,38067.05,0.8,20,2
5738,Sales,2016,2,36658.69,0.75,12,5
5739,Operations,2016,2,31138.51,0.75,5,8
5740,Logistics,2016,2,34633.49,0.9,2,17
5741,R&D,2016,2,40784.54,0.75,0,12
5742,Procurement,2016,2,33383.07,0.8,15,16
5743,Sales,2016,2,42775.76,1.0,2,2
5744,Operations,2016,2,40890.77,1.0,9,8
5745,R&D,2016,2,31264.18,0.8,7,5
5746,R&D,2016,2,45704.67,0.8,17,17
5747,IT,2016,2,40315.3,1.0,11,15
5748,Operations,2016,2,40554.52,0.75,19,7
5749,Support,2016,2,31473.52,0.8,6,11
5750,Support,2016,2,48765.1,0.85,18,1
5751,Support,2016,2,44092.72,0.75,16,2
5752,HR,2016,2,31791.99,0.85,1,7
5753,Procurement,2016,2,33815.29,0.8,0,7
5754,Logistics,2016,2,49153.03,0.75,10,11
5755,R&D,2016,2,36046.4,0.8,8,15
5756,Logistics,2016,2,40986.65,0.8,18,15
5757,R&D,2016,2,41904.11,0.75,7,10
5758,HR,2016,2,45123.35,0.8,16,8
5759,HR,2016,2,34896.21,1.0,2,4
5760,Logistics,2016,2,46617.71,0.75,17,17
5761,Sales,2016,2,48234.12,0.75,7,15
5762,Marketing,2016,2,35352.78,1.0,1,6
5763,Sales,2016,2,47692.7,0.9,4,19
5764,Marketing,2016,2,42436.8,0.75,14,5
5765,Support,2016,2,36149.69,0.85,8,12
5766,R&D,2016,2,46941.29,0.75,4,4
5767,Finance,2016,2,46632.12,0.75,18,13
5768,Marketing,2016,2,44799.27,0.8,11,2
5769,Procurement,2016,2,34935.31,1.0,0,10
5770,Finance,2016,2,30959.79,0.8,5,18
5771,Sales,2016,2,40176.96,0.75,5,20
5772,Sales,2016,2,47430.53,0.8,14,16
5773,Marketing,2016,2,49297.19,1.0,14,14
5774,Logistics,2016,2,46536.58,0.75,0,1
5775,Sales,2016,2,36496.58,0.85,6,3
5776,HR,2016,2,45309.81,0.85,15,6
5777,Finance,2016,2,31660.16,0.8,4,6
5778,IT,2016,2,32924.73,1.0,5,2
5779,Finance,2016,2,48044.22,0.9,3,2
5780,Support,2016,2,44563.23,0.85,8,8
5781,Sales,2016,2,46229.31,0.75,19,10
5782,Support,2016,2,36431.02,1.0,8,17
5783,R&D,2016,2,47026.27,0.85,19,10
5784,Marketing,2016,2,40635.76,0.75,7,4
5785,HR,2016,2,40025.12,0.9,0,15
5786,Sales,2016,2,41567.05,0.8,0,9
5787,IT,2016,2,40432.49,1.0,3,0
5788,Support,2016,2,47573.44,0.85,15,3
5789,Support,2016,2,49230.3,0.85,14,15
5790,IT,2016,2,31611.01,1.0,11,0
5791,Procurement,2016,2,37692.62,1.0,12,20
5792,Finance,2016,2,41051.56,1.0,9,8
5793,Finance,2016,2,40508.19,1.0,13,2
5794,Marketing,2016,2,42105.19,0.8,17,5
5795,Operations,2016,2,34375.7,0.85,5,18
5796,Finance,2016,2,36608.17,0.85,3,20
5797,HR,2016,2,45500.08,0.8,15,18
5798,Finance,2016,2,47650.92,0.8,15,2
5799,HR,2016,2,37725.44,0.8,10,9
5800,IT,2016,2,43308.33,0.75,2,6
5801,IT,2016,2,46762.37,0.8,0,5
5802,Support,2016,2,43511.88,0.75,1,8
5803,Operations,2016,2,31856.94,0.75,9,7
5804,Sales,2016,2,44659.62,0.9,18,5
5805,Marketing,2016,2,48678.21,1.0,5,16
5806,Logistics,2016,2,34606.6,0.85,20,3
5807,Procurement,2016,2,31640.37,0.9,18,10
5808,Operations,2016,2,45274.34,0.8,16,15
5809,Support,2016,2,38214.6,0.85,20,15
5810,IT,2016,2,40960.28,1.0,18,9
5811,Logistics,2016,2,47509.3,0.85,13,13
5812,Support,2016,2,36735.4,0.9,20,6
5813,Marketing,2016,2,40546.81,0.75,10,3
5814,Marketing,2016,2,31924.63,0.75,11,13
5815,HR,2016,2,44389.89,1.0,13,16
5816,IT,2016,2,43351.14,1.0,3,9
5817,Operations,2016,2,43083.58,0.8,11,1
5818,HR,2016,2,33943.97,0.75,1,13
5819,Operations,2016,2,37473.81,0.85,8,3
5820,Sales,2016,2,35583.03,0.85,6,11
5821,Sales,2016,2,47217.57,0.85,10,3
5822,HR,2016,2,48702.51,0.75,6,4
5823,Procurement,2016,2,34609.16,0.85,2,0
5824,Marketing,2016,2,45637.4,0.8,8,15
5825,Procurement,2016,2,38638.67,1.0,4,16
5826,R&D,2016,2,38994.87,0.8,2,17
5827,R&D,2016,2,39041.37,0.85,6,12
5828,R&D,2016,2,31633.31,1.0,11,5
5829,R&D,2016,2,48741.63,0.75,6,15
5830,Support,2016,2,42215.62,1.0,11,6
5831,Support,2016,2,36008.71,0.85,20,5
5832,Marketing,2016,2,37693.94,1.0,18,6
5833,R&D,2016,2,37121.94,1.0,18,12
5834,IT,2016,2,48833.25,0.9,2,10
5835,Finance,2016,2,39053.57,1.0,1,18
5836,Procurement,2016,2,45071.03,0.8,8,0
5837,Sales,2016,2,35828.4,1.0,16,19
5838,R&D,2016,2,34251.15,1.0,3,7
5839,Logistics,2016,2,30166.42,0.75,20,19
5840,IT,2016,2,32383.42,0.8,1,13
5841,Logistics,2016,2,40475.52,0.75,8,12
5842,Logistics,2016,2,45630.47,1.0,19,19
5843,HR,2016,2,32353.77,0.85,14,10
5844,Procurement,2016,2,35296.79,0.8,0,2
5845,IT,2016,2,40771.1,0.85,10,7
5846,Support,2016,2,41166.16,1.0,11,18
5847,R&D,2016,2,46498.47,0.8,20,9
5848,Sales,2016,2,39472.08,0.9,1,14
5849,Logistics,2016,2,36256.87,0.85,13,14
5850,Marketing,2016,2,33036.99,0.8,5,9
5851,Support,2016,2,35663.55,1.0,4,14
5852,IT,2016,2,34954.35,0.85,14,14
5853,IT,2016,2,48172.19,1.0,13,12
5854,HR,2016,2,45729.34,0.75,19,3
5855,IT,2016,2,48983.25,1.0,18,5
5856,Sales,2016,2,41198.78,0.9,4,19
5857,Marketing,2016,2,43050.27,0.9,8,17
5858,Finance,2016,2,41672.94,0.85,15,15
5859,Operations,2016,2,47557.43,0.75,15,8
5860,Logistics,2016,2,48021.89,0.75,10,0
5861,Procurement,2016,2,44126.06,0.8,1,18
5862,Procurement,2016,2,48941.92,0.8,17,4
5863,Operations,2016,2,31475.29,1.0,9,6
5864,Procurement,2016,2,40804.24,1.0,13,9
5865,Marketing,2016,2,34418.26,0.85,8,2
5866,HR,2016,2,31486.55,0.8,16,9
5867,HR,2016,2,30116.44,1.0,6,8
5868,Procurement,2016,2,45337.33,0.9,12,3
5869,HR,2016,2,41171.92,0.8,17,7
5870,Finance,2016,2,46282.2,0.75,19,2
5871,HR,2016,2,30736.98,1.0,12,7
5872,Procurement,2016,2,31081.4,0.9,15,5
5873,HR,2016,2,42943.43,0.8,8,1
5874,Support,2016,2,31466.5,1.0,4,18
5875,Support,2016,2,31012.18,0.8,17,7
5876,Finance,2016,2,46329.84,1.0,0,0
5877,HR,2016,2,37073.74,0.8,6,19
5878,Support,2016,2,37878.6,0.75,7,8
5879,Operations,2016,2,43371.88,0.9,12,14
5880,Sales,2016,2,41310.27,1.0,17,4
5881,Procurement,2016,2,31341.53,0.85,12,9
5882,Marketing,2016,2,34227.84,0.85,12,12
5883,R&D,2016,2,37277.11,0.75,10,4
5884,Marketing,2016,2,43472.73,0.8,3,18
5885,R&D,2016,2,48989.26,1.0,1,11
5886,R&D,2016,2,40349.81,0.8,20,8
5887,IT,2016,2,44561.81,0.75,19,13
5888,Procurement,2016,2,46773.17,0.8,10,15
5889,Marketing,2016,2,42565.08,0.75,14,1
5890,Support,2016,2,48292.76,0.75,18,4
5891,R&D,2016,2,39433.72,0.85,13,14
5892,Logistics,2016,2,45654.27,1.0,10,7
5893,Operations,2016,2,48656.88,0.75,19,12
5894,Procurement,2016,2,30517.6,0.8,15,4
5895,Marketing,2016,2,47933.46,1.0,5,10
5896,HR,2016,2,38316.42,0.9,13,13
5897,Logistics,2016,2,45636.27,0.85,10,4
5898,Sales,2016,2,39212.92,0.8,7,15
5899,Marketing,2016,2,44320.29,1.0,10,16
5900,Finance,2016,2,45370.03,1.0,13,17
5901,IT,2016,2,32770.48,1.0,8,15
5902,IT,2016,2,47886.07,0.75,15,8
5903,R&D,2016,2,45344.92,1.0,4,7
5904,Support,2016,2,43379.45,0.8,11,17
5905,R&D,2016,2,36980.01,0.9,18,0
5906,Finance,2016,2,45030.38,0.9,8,0
5907,Support,2016,2,45325.72,0.9,1,4
5908,Finance,2016,2,37097.67,0.75,20,1
5909,Finance,2016,2,38096.73,1.0,16,8
5910,Procurement,2016,2,48896.69,0.75,6,11
5911,Sales,2016,2,32256.98,0.75,5,16
5912,Finance,2016,2,47632.61,0.85,16,7
5913,Finance,2016,2,48182.92,0.8,18,13
5914,IT,2016,2,31925.76,1.0,1,14
5915,Finance,2016,2,41655.09,0.75,4,19
5916,Support,2016,2,43219.94,0.75,14,12
5917,R&D,2016,2,35273.68,0.8,9,3
5918,HR,2016,2,32338.64,0.9,0,4
5919,HR,2016,2,31840.4,0.8,5,6
5920,Logistics,2016,2,48751.13,0.75,3,10
5921,Support,2016,2,46532.5,0.85,6,5
5922,Marketing,2016,2,35943.82,0.75,19,9
5923,Finance,2016,2,48468.82,0.9,0,8
5924,IT,2016,2,31354.97,0.9,11,8
5925,Marketing,2016,2,30937.97,1.0,10,20
5926,Finance,2016,2,39002.02,0.9,8,6
5927,Finance,2016,2,30050.31,0.9,12,18
5928,Procurement,2016,2,41653.64,1.0,5,9
5929,IT,2016,2,38848.42,0.75,17,20
5930,HR,2016,2,45288.04,0.8,12,15
5931,R&D,2016,2,43320.39,0.9,3,20
5932,Finance,2016,2,43526.16,0.75,17,19
5933,Finance,2016,2,40073.88,1.0,16,4
5934,HR,2016,2,34214.45,0.85,2,10
5935,Operations,2016,2,43879.87,1.0,1,2
5936,IT,2016,2,40807.89,0.75,12,9
5937,Procurement,2016,2,38500.82,0.85,5,7
5938,Logistics,2016,2,49333.85,0.8,0,12
5939,Operations,2016,2,32103.74,0.8,6,2
5940,HR,2016,2,41068.88,0.85,1,10
5941,Operations,2016,2,32638.06,0.85,6,0
5942,Support,2016,2,30150.73,0.9,13,2
5943,HR,2016,2,39936.47,0.85,19,17
5944,Support,2016,2,44178.67,0.75,19,17
5945,Procurement,2016,2,48317.9,0.75,12,0
5946,Sales,2016,2,37858.79,0.85,8,20
5947,R&D,2016,2,49125.3,0.8,7,7
5948,Sales,2016,2,45536.52,0.8,11,2
5949,Marketing,2016,2,46160.92,0.75,19,5
5950,Procurement,2016,2,31077.8,0.85,20,14
5951,Operations,2016,2,46520.97,0.75,15,14
5952,Logistics,2016,2,37442.66,0.8,18,6
5953,IT,2016,2,30619.31,0.85,13,9
5954,HR,2016,2,30759.22,1.0,1,3
5955,Operations,2016,2,40462.93,0.9,17,1
5956,R&D,2016,2,37638.0,0.8,11,3
5957,R&D,2016,2,33349.43,1.0,20,13
5958,Operations,2016,2,37622.27,0.75,0,8
5959,Marketing,2016,2,40216.67,1.0,10,12
5960,Finance,2016,2,41384.19,0.8,8,13
5961,HR,2016,2,41809.88,0.9,0,12
5962,IT,2016,2,31800.0,0.85,15,5
5963,Finance,2016,2,39694.58,1.0,16,1
5964,IT,2016,2,31381.26,0.8,5,8
5965,Support,2016,2,45721.43,0.85,13,2
5966,Support,2016,2,44004.95,1.0,9,20
5967,Procurement,2016,2,32164.7,1.0,14,11
5968,Finance,2016,2,43481.88,0.8,20,10
5969,IT,2016,2,33975.22,0.8,15,19
5970,Support,2016,2,43087.57,0.9,6,6
5971,Operations,2016,2,35537.37,0.85,1,3
5972,HR,2016,2,47357.31,0.75,6,13
5973,IT,2016,2,38761.62,1.0,10,17
5974,Finance,2016,2,34657.3,1.0,20,7
