id,googleTopic,week_id,value
manhattan-cocktail,/m/057wy,2016-52,87
martini,/m/01w8pq,2004-01,34
martini,/m/01w8pq,2004-02,33
martini,/m/01w8pq,2004-03,29
martini,/m/01w8pq,2004-04,28
martini,/m/01w8pq,2004-05,27
martini,/m/01w8pq,2004-06,38
martini,/m/01w8pq,2004-07,32
martini,/m/01w8pq,2004-08,30
martini,/m/01w8pq,2004-09,26
martini,/m/01w8pq,2004-10,48
martini,/m/01w8pq,2004-11,31
martini,/m/01w8pq,2004-12,41
martini,/m/01w8pq,2004-13,24
martini,/m/01w8pq,2004-14,32
martini,/m/01w8pq,2004-15,30
martini,/m/01w8pq,2004-16,25
martini,/m/01w8pq,2004-17,28
martini,/m/01w8pq,2004-18,24
martini,/m/01w8pq,2004-19,22
martini,/m/01w8pq,2004-20,28
martini,/m/01w8pq,2004-21,26
martini,/m/01w8pq,2004-22,27
martini,/m/01w8pq,2004-23,26
martini,/m/01w8pq,2004-24,29
martini,/m/01w8pq,2004-25,28
martini,/m/01w8pq,2004-26,32
martini,/m/01w8pq,2004-27,28
martini,/m/01w8pq,2004-28,27
martini,/m/01w8pq,2004-29,30
martini,/m/01w8pq,2004-30,32
martini,/m/01w8pq,2004-31,30
martini,/m/01w8pq,2004-32,26
martini,/m/01w8pq,2004-33,25
martini,/m/01w8pq,2004-34,31
martini,/m/01w8pq,2004-35,24
martini,/m/01w8pq,2004-36,29
martini,/m/01w8pq,2004-37,30
martini,/m/01w8pq,2004-38,27
martini,/m/01w8pq,2004-39,26
martini,/m/01w8pq,2004-40,28
martini,/m/01w8pq,2004-41,27
martini,/m/01w8pq,2004-42,27
martini,/m/01w8pq,2004-43,26
martini,/m/01w8pq,2004-44,27
martini,/m/01w8pq,2004-45,36
martini,/m/01w8pq,2004-46,34
martini,/m/01w8pq,2004-47,43
martini,/m/01w8pq,2004-48,38
martini,/m/01w8pq,2004-49,56
martini,/m/01w8pq,2004-50,54
martini,/m/01w8pq,2004-51,76
martini,/m/01w8pq,2004-52,71
martini,/m/01w8pq,2005-01,32
martini,/m/01w8pq,2005-02,29
martini,/m/01w8pq,2005-03,28
martini,/m/01w8pq,2005-04,33
martini,/m/01w8pq,2005-05,30
martini,/m/01w8pq,2005-06,29
martini,/m/01w8pq,2005-07,28
martini,/m/01w8pq,2005-08,31
martini,/m/01w8pq,2005-09,30
martini,/m/01w8pq,2005-10,26
martini,/m/01w8pq,2005-11,28
martini,/m/01w8pq,2005-12,28
martini,/m/01w8pq,2005-13,25
martini,/m/01w8pq,2005-14,28
martini,/m/01w8pq,2005-15,26
martini,/m/01w8pq,2005-16,23
martini,/m/01w8pq,2005-17,27
martini,/m/01w8pq,2005-18,28
martini,/m/01w8pq,2005-19,27
martini,/m/01w8pq,2005-20,25
martini,/m/01w8pq,2005-21,31
martini,/m/01w8pq,2005-22,27
martini,/m/01w8pq,2005-23,28
martini,/m/01w8pq,2005-24,27
martini,/m/01w8pq,2005-25,29
martini,/m/01w8pq,2005-26,30
martini,/m/01w8pq,2005-27,34
martini,/m/01w8pq,2005-28,30
martini,/m/01w8pq,2005-29,32
martini,/m/01w8pq,2005-30,28
martini,/m/01w8pq,2005-31,34
martini,/m/01w8pq,2005-32,28
martini,/m/01w8pq,2005-33,26
martini,/m/01w8pq,2005-34,31
martini,/m/01w8pq,2005-35,27
martini,/m/01w8pq,2005-36,27
martini,/m/01w8pq,2005-37,25
martini,/m/01w8pq,2005-38,27
martini,/m/01w8pq,2005-39,30
martini,/m/01w8pq,2005-40,27
martini,/m/01w8pq,2005-41,31
martini,/m/01w8pq,2005-42,28
martini,/m/01w8pq,2005-43,29
martini,/m/01w8pq,2005-44,28
martini,/m/01w8pq,2005-45,30
martini,/m/01w8pq,2005-46,35
martini,/m/01w8pq,2005-47,59
martini,/m/01w8pq,2005-48,40
martini,/m/01w8pq,2005-49,54
martini,/m/01w8pq,2005-50,64
martini,/m/01w8pq,2005-51,86
martini,/m/01w8pq,2005-52,100
martini,/m/01w8pq,2006-01,42
martini,/m/01w8pq,2006-02,30
martini,/m/01w8pq,2006-03,31
martini,/m/01w8pq,2006-04,32
martini,/m/01w8pq,2006-05,37
martini,/m/01w8pq,2006-06,36
martini,/m/01w8pq,2006-07,37
martini,/m/01w8pq,2006-08,33
martini,/m/01w8pq,2006-09,32
martini,/m/01w8pq,2006-10,29
martini,/m/01w8pq,2006-11,31
martini,/m/01w8pq,2006-12,31
martini,/m/01w8pq,2006-13,28
martini,/m/01w8pq,2006-14,24
martini,/m/01w8pq,2006-15,29
martini,/m/01w8pq,2006-16,28
martini,/m/01w8pq,2006-17,26
martini,/m/01w8pq,2006-18,27
martini,/m/01w8pq,2006-19,29
martini,/m/01w8pq,2006-20,34
martini,/m/01w8pq,2006-21,32
martini,/m/01w8pq,2006-22,33
martini,/m/01w8pq,2006-23,32
martini,/m/01w8pq,2006-24,34
martini,/m/01w8pq,2006-25,34
martini,/m/01w8pq,2006-26,34
martini,/m/01w8pq,2006-27,39
martini,/m/01w8pq,2006-28,33
martini,/m/01w8pq,2006-29,32
martini,/m/01w8pq,2006-30,32
martini,/m/01w8pq,2006-31,32
martini,/m/01w8pq,2006-32,30
martini,/m/01w8pq,2006-33,33
martini,/m/01w8pq,2006-34,33
martini,/m/01w8pq,2006-35,31
martini,/m/01w8pq,2006-36,34
martini,/m/01w8pq,2006-37,31
martini,/m/01w8pq,2006-38,26
martini,/m/01w8pq,2006-39,29
martini,/m/01w8pq,2006-40,29
martini,/m/01w8pq,2006-41,27
martini,/m/01w8pq,2006-42,29
martini,/m/01w8pq,2006-43,32
martini,/m/01w8pq,2006-44,34
martini,/m/01w8pq,2006-45,31
martini,/m/01w8pq,2006-46,36
martini,/m/01w8pq,2006-47,58
martini,/m/01w8pq,2006-48,43
martini,/m/01w8pq,2006-49,48
martini,/m/01w8pq,2006-50,60
martini,/m/01w8pq,2006-51,78
martini,/m/01w8pq,2006-52,83
martini,/m/01w8pq,2007-01,30
martini,/m/01w8pq,2007-02,36
martini,/m/01w8pq,2007-03,31
martini,/m/01w8pq,2007-04,30
martini,/m/01w8pq,2007-05,32
martini,/m/01w8pq,2007-06,34
martini,/m/01w8pq,2007-07,30
martini,/m/01w8pq,2007-08,29
martini,/m/01w8pq,2007-09,29
martini,/m/01w8pq,2007-10,29
martini,/m/01w8pq,2007-11,27
martini,/m/01w8pq,2007-12,29
martini,/m/01w8pq,2007-13,30
martini,/m/01w8pq,2007-14,29
martini,/m/01w8pq,2007-15,27
martini,/m/01w8pq,2007-16,24
martini,/m/01w8pq,2007-17,28
martini,/m/01w8pq,2007-18,29
martini,/m/01w8pq,2007-19,29
martini,/m/01w8pq,2007-20,30
martini,/m/01w8pq,2007-21,32
martini,/m/01w8pq,2007-22,28
martini,/m/01w8pq,2007-23,31
martini,/m/01w8pq,2007-24,31
martini,/m/01w8pq,2007-25,30
martini,/m/01w8pq,2007-26,34
martini,/m/01w8pq,2007-27,31
martini,/m/01w8pq,2007-28,29
martini,/m/01w8pq,2007-29,30
martini,/m/01w8pq,2007-30,32
martini,/m/01w8pq,2007-31,28
martini,/m/01w8pq,2007-32,30
martini,/m/01w8pq,2007-33,27
martini,/m/01w8pq,2007-34,25
martini,/m/01w8pq,2007-35,29
martini,/m/01w8pq,2007-36,24
martini,/m/01w8pq,2007-37,26
martini,/m/01w8pq,2007-38,24
martini,/m/01w8pq,2007-39,24
martini,/m/01w8pq,2007-40,23
martini,/m/01w8pq,2007-41,26
martini,/m/01w8pq,2007-42,27
martini,/m/01w8pq,2007-43,28
martini,/m/01w8pq,2007-44,26
martini,/m/01w8pq,2007-45,31
martini,/m/01w8pq,2007-46,47
martini,/m/01w8pq,2007-47,35
martini,/m/01w8pq,2007-48,41
martini,/m/01w8pq,2007-49,51
martini,/m/01w8pq,2007-50,58
martini,/m/01w8pq,2007-51,83
martini,/m/01w8pq,2007-52,58
martini,/m/01w8pq,2008-01,26
martini,/m/01w8pq,2008-02,27
martini,/m/01w8pq,2008-03,28
martini,/m/01w8pq,2008-04,25
martini,/m/01w8pq,2008-05,25
martini,/m/01w8pq,2008-06,27
martini,/m/01w8pq,2008-07,26
martini,/m/01w8pq,2008-08,24
martini,/m/01w8pq,2008-09,24
martini,/m/01w8pq,2008-10,25
martini,/m/01w8pq,2008-11,25
martini,/m/01w8pq,2008-12,28
martini,/m/01w8pq,2008-13,25
martini,/m/01w8pq,2008-14,24
martini,/m/01w8pq,2008-15,25
martini,/m/01w8pq,2008-16,25
martini,/m/01w8pq,2008-17,24
martini,/m/01w8pq,2008-18,25
martini,/m/01w8pq,2008-19,25
martini,/m/01w8pq,2008-20,28
martini,/m/01w8pq,2008-21,31
martini,/m/01w8pq,2008-22,25
martini,/m/01w8pq,2008-23,25
martini,/m/01w8pq,2008-24,28
martini,/m/01w8pq,2008-25,28
martini,/m/01w8pq,2008-26,33
martini,/m/01w8pq,2008-27,25
martini,/m/01w8pq,2008-28,29
martini,/m/01w8pq,2008-29,25
martini,/m/01w8pq,2008-30,26
martini,/m/01w8pq,2008-31,25
martini,/m/01w8pq,2008-32,23
martini,/m/01w8pq,2008-33,25
martini,/m/01w8pq,2008-34,23
martini,/m/01w8pq,2008-35,23
martini,/m/01w8pq,2008-36,20
martini,/m/01w8pq,2008-37,21
martini,/m/01w8pq,2008-38,21
martini,/m/01w8pq,2008-39,21
martini,/m/01w8pq,2008-40,24
martini,/m/01w8pq,2008-41,24
martini,/m/01w8pq,2008-42,25
martini,/m/01w8pq,2008-43,26
martini,/m/01w8pq,2008-44,21
martini,/m/01w8pq,2008-45,27
martini,/m/01w8pq,2008-46,32
martini,/m/01w8pq,2008-47,48
martini,/m/01w8pq,2008-48,32
martini,/m/01w8pq,2008-49,38
martini,/m/01w8pq,2008-50,43
martini,/m/01w8pq,2008-51,59
martini,/m/01w8pq,2008-52,60
martini,/m/01w8pq,2009-01,24
martini,/m/01w8pq,2009-02,23
martini,/m/01w8pq,2009-03,22
martini,/m/01w8pq,2009-04,23
martini,/m/01w8pq,2009-05,23
martini,/m/01w8pq,2009-06,26
martini,/m/01w8pq,2009-07,26
martini,/m/01w8pq,2009-08,23
martini,/m/01w8pq,2009-09,20
martini,/m/01w8pq,2009-10,19
martini,/m/01w8pq,2009-11,21
martini,/m/01w8pq,2009-12,21
martini,/m/01w8pq,2009-13,21
martini,/m/01w8pq,2009-14,23
martini,/m/01w8pq,2009-15,21
martini,/m/01w8pq,2009-16,19
martini,/m/01w8pq,2009-17,19
martini,/m/01w8pq,2009-18,20
martini,/m/01w8pq,2009-19,20
martini,/m/01w8pq,2009-20,23
martini,/m/01w8pq,2009-21,21
martini,/m/01w8pq,2009-22,21
martini,/m/01w8pq,2009-23,23
martini,/m/01w8pq,2009-24,19
martini,/m/01w8pq,2009-25,20
martini,/m/01w8pq,2009-26,23
martini,/m/01w8pq,2009-27,19
martini,/m/01w8pq,2009-28,21
martini,/m/01w8pq,2009-29,21
martini,/m/01w8pq,2009-30,21
martini,/m/01w8pq,2009-31,21
martini,/m/01w8pq,2009-32,23
martini,/m/01w8pq,2009-33,21
martini,/m/01w8pq,2009-34,19
martini,/m/01w8pq,2009-35,19
martini,/m/01w8pq,2009-36,21
martini,/m/01w8pq,2009-37,19
martini,/m/01w8pq,2009-38,17
martini,/m/01w8pq,2009-39,19
martini,/m/01w8pq,2009-40,17
martini,/m/01w8pq,2009-41,19
martini,/m/01w8pq,2009-42,20
martini,/m/01w8pq,2009-43,24
martini,/m/01w8pq,2009-44,19
martini,/m/01w8pq,2009-45,21
martini,/m/01w8pq,2009-46,22
martini,/m/01w8pq,2009-47,35
martini,/m/01w8pq,2009-48,23
martini,/m/01w8pq,2009-49,30
martini,/m/01w8pq,2009-50,36
martini,/m/01w8pq,2009-51,53
martini,/m/01w8pq,2009-52,46
martini,/m/01w8pq,2010-01,19
martini,/m/01w8pq,2010-02,19
martini,/m/01w8pq,2010-03,20
martini,/m/01w8pq,2010-04,19
martini,/m/01w8pq,2010-05,18
martini,/m/01w8pq,2010-06,19
martini,/m/01w8pq,2010-07,19
martini,/m/01w8pq,2010-08,18
martini,/m/01w8pq,2010-09,18
martini,/m/01w8pq,2010-10,19
martini,/m/01w8pq,2010-11,17
martini,/m/01w8pq,2010-12,16
martini,/m/01w8pq,2010-13,19
martini,/m/01w8pq,2010-14,16
martini,/m/01w8pq,2010-15,17
martini,/m/01w8pq,2010-16,18
martini,/m/01w8pq,2010-17,15
martini,/m/01w8pq,2010-18,17
martini,/m/01w8pq,2010-19,19
martini,/m/01w8pq,2010-20,20
martini,/m/01w8pq,2010-21,22
martini,/m/01w8pq,2010-22,19
martini,/m/01w8pq,2010-23,19
martini,/m/01w8pq,2010-24,19
martini,/m/01w8pq,2010-25,18
martini,/m/01w8pq,2010-26,20
martini,/m/01w8pq,2010-27,23
martini,/m/01w8pq,2010-28,23
martini,/m/01w8pq,2010-29,21
martini,/m/01w8pq,2010-30,21
martini,/m/01w8pq,2010-31,21
martini,/m/01w8pq,2010-32,23
martini,/m/01w8pq,2010-33,22
martini,/m/01w8pq,2010-34,20
martini,/m/01w8pq,2010-35,20
martini,/m/01w8pq,2010-36,20
martini,/m/01w8pq,2010-37,19
martini,/m/01w8pq,2010-38,19
martini,/m/01w8pq,2010-39,20
martini,/m/01w8pq,2010-40,20
martini,/m/01w8pq,2010-41,21
martini,/m/01w8pq,2010-42,20
martini,/m/01w8pq,2010-43,23
martini,/m/01w8pq,2010-44,21
martini,/m/01w8pq,2010-45,23
martini,/m/01w8pq,2010-46,24
martini,/m/01w8pq,2010-47,35
martini,/m/01w8pq,2010-48,26
martini,/m/01w8pq,2010-49,31
martini,/m/01w8pq,2010-50,37
martini,/m/01w8pq,2010-51,52
martini,/m/01w8pq,2010-52,51
martini,/m/01w8pq,2011-01,22
martini,/m/01w8pq,2011-02,25
martini,/m/01w8pq,2011-03,24
martini,/m/01w8pq,2011-04,22
martini,/m/01w8pq,2011-05,23
martini,/m/01w8pq,2011-06,25
martini,/m/01w8pq,2011-07,26
martini,/m/01w8pq,2011-08,25
martini,/m/01w8pq,2011-09,23
martini,/m/01w8pq,2011-10,23
martini,/m/01w8pq,2011-11,23
martini,/m/01w8pq,2011-12,21
martini,/m/01w8pq,2011-13,22
martini,/m/01w8pq,2011-14,22
martini,/m/01w8pq,2011-15,21
martini,/m/01w8pq,2011-16,23
martini,/m/01w8pq,2011-17,22
martini,/m/01w8pq,2011-18,22
martini,/m/01w8pq,2011-19,22
martini,/m/01w8pq,2011-20,23
martini,/m/01w8pq,2011-21,25
martini,/m/01w8pq,2011-22,26
martini,/m/01w8pq,2011-23,24
martini,/m/01w8pq,2011-24,23
martini,/m/01w8pq,2011-25,25
martini,/m/01w8pq,2011-26,26
martini,/m/01w8pq,2011-27,26
martini,/m/01w8pq,2011-28,23
martini,/m/01w8pq,2011-29,23
martini,/m/01w8pq,2011-30,25
martini,/m/01w8pq,2011-31,25
martini,/m/01w8pq,2011-32,24
martini,/m/01w8pq,2011-33,24
martini,/m/01w8pq,2011-34,22
martini,/m/01w8pq,2011-35,21
martini,/m/01w8pq,2011-36,22
martini,/m/01w8pq,2011-37,20
martini,/m/01w8pq,2011-38,21
martini,/m/01w8pq,2011-39,22
martini,/m/01w8pq,2011-40,21
martini,/m/01w8pq,2011-41,23
martini,/m/01w8pq,2011-42,23
martini,/m/01w8pq,2011-43,25
martini,/m/01w8pq,2011-44,22
martini,/m/01w8pq,2011-45,24
martini,/m/01w8pq,2011-46,26
martini,/m/01w8pq,2011-47,40
martini,/m/01w8pq,2011-48,28
martini,/m/01w8pq,2011-49,33
martini,/m/01w8pq,2011-50,40
martini,/m/01w8pq,2011-51,55
martini,/m/01w8pq,2011-52,49
martini,/m/01w8pq,2012-01,28
martini,/m/01w8pq,2012-02,24
martini,/m/01w8pq,2012-03,23
martini,/m/01w8pq,2012-04,22
martini,/m/01w8pq,2012-05,24
martini,/m/01w8pq,2012-06,24
martini,/m/01w8pq,2012-07,25
martini,/m/01w8pq,2012-08,23
martini,/m/01w8pq,2012-09,20
martini,/m/01w8pq,2012-10,27
martini,/m/01w8pq,2012-11,29
martini,/m/01w8pq,2012-12,27
martini,/m/01w8pq,2012-13,26
martini,/m/01w8pq,2012-14,27
martini,/m/01w8pq,2012-15,23
martini,/m/01w8pq,2012-16,23
martini,/m/01w8pq,2012-17,22
martini,/m/01w8pq,2012-18,23
martini,/m/01w8pq,2012-19,23
martini,/m/01w8pq,2012-20,22
martini,/m/01w8pq,2012-21,24
martini,/m/01w8pq,2012-22,24
martini,/m/01w8pq,2012-23,22
martini,/m/01w8pq,2012-24,24
martini,/m/01w8pq,2012-25,24
martini,/m/01w8pq,2012-26,24
martini,/m/01w8pq,2012-27,25
martini,/m/01w8pq,2012-28,21
martini,/m/01w8pq,2012-29,23
martini,/m/01w8pq,2012-30,23
martini,/m/01w8pq,2012-31,22
martini,/m/01w8pq,2012-32,23
martini,/m/01w8pq,2012-33,22
martini,/m/01w8pq,2012-34,21
martini,/m/01w8pq,2012-35,23
martini,/m/01w8pq,2012-36,21
martini,/m/01w8pq,2012-37,20
martini,/m/01w8pq,2012-38,21
martini,/m/01w8pq,2012-39,21
martini,/m/01w8pq,2012-40,20
martini,/m/01w8pq,2012-41,21
martini,/m/01w8pq,2012-42,23
martini,/m/01w8pq,2012-43,23
martini,/m/01w8pq,2012-44,23
martini,/m/01w8pq,2012-45,22
martini,/m/01w8pq,2012-46,26
martini,/m/01w8pq,2012-47,41
martini,/m/01w8pq,2012-48,26
martini,/m/01w8pq,2012-49,31
martini,/m/01w8pq,2012-50,33
martini,/m/01w8pq,2012-51,41
martini,/m/01w8pq,2012-52,52
martini,/m/01w8pq,2013-01,21
martini,/m/01w8pq,2013-02,22
martini,/m/01w8pq,2013-03,21
martini,/m/01w8pq,2013-04,21
martini,/m/01w8pq,2013-05,21
martini,/m/01w8pq,2013-06,25
martini,/m/01w8pq,2013-07,23
martini,/m/01w8pq,2013-08,21
martini,/m/01w8pq,2013-09,21
martini,/m/01w8pq,2013-10,20
martini,/m/01w8pq,2013-11,19
martini,/m/01w8pq,2013-12,21
martini,/m/01w8pq,2013-13,19
martini,/m/01w8pq,2013-14,18
martini,/m/01w8pq,2013-15,19
martini,/m/01w8pq,2013-16,19
martini,/m/01w8pq,2013-17,19
martini,/m/01w8pq,2013-18,19
martini,/m/01w8pq,2013-19,19
martini,/m/01w8pq,2013-20,21
martini,/m/01w8pq,2013-21,20
martini,/m/01w8pq,2013-22,20
martini,/m/01w8pq,2013-23,21
martini,/m/01w8pq,2013-24,22
martini,/m/01w8pq,2013-25,20
martini,/m/01w8pq,2013-26,25
martini,/m/01w8pq,2013-27,20
martini,/m/01w8pq,2013-28,21
martini,/m/01w8pq,2013-29,20
martini,/m/01w8pq,2013-30,21
martini,/m/01w8pq,2013-31,19
martini,/m/01w8pq,2013-32,21
martini,/m/01w8pq,2013-33,20
martini,/m/01w8pq,2013-34,19
martini,/m/01w8pq,2013-35,18
martini,/m/01w8pq,2013-36,18
martini,/m/01w8pq,2013-37,17
martini,/m/01w8pq,2013-38,18
martini,/m/01w8pq,2013-39,18
martini,/m/01w8pq,2013-40,19
martini,/m/01w8pq,2013-41,20
martini,/m/01w8pq,2013-42,21
martini,/m/01w8pq,2013-43,20
martini,/m/01w8pq,2013-44,20
martini,/m/01w8pq,2013-45,22
martini,/m/01w8pq,2013-46,22
martini,/m/01w8pq,2013-47,36
martini,/m/01w8pq,2013-48,23
martini,/m/01w8pq,2013-49,29
martini,/m/01w8pq,2013-50,34
martini,/m/01w8pq,2013-51,46
martini,/m/01w8pq,2013-52,37
martini,/m/01w8pq,2014-01,20
martini,/m/01w8pq,2014-02,20
martini,/m/01w8pq,2014-03,21
martini,/m/01w8pq,2014-04,20
martini,/m/01w8pq,2014-05,20
martini,/m/01w8pq,2014-06,23
martini,/m/01w8pq,2014-07,20
martini,/m/01w8pq,2014-08,19
martini,/m/01w8pq,2014-09,20
martini,/m/01w8pq,2014-10,20
martini,/m/01w8pq,2014-11,19
martini,/m/01w8pq,2014-12,19
martini,/m/01w8pq,2014-13,19
martini,/m/01w8pq,2014-14,18
martini,/m/01w8pq,2014-15,21
martini,/m/01w8pq,2014-16,18
martini,/m/01w8pq,2014-17,16
martini,/m/01w8pq,2014-18,17
martini,/m/01w8pq,2014-19,18
martini,/m/01w8pq,2014-20,18
martini,/m/01w8pq,2014-21,18
martini,/m/01w8pq,2014-22,18
martini,/m/01w8pq,2014-23,18
martini,/m/01w8pq,2014-24,22
martini,/m/01w8pq,2014-25,19
martini,/m/01w8pq,2014-26,22
martini,/m/01w8pq,2014-27,19
martini,/m/01w8pq,2014-28,19
martini,/m/01w8pq,2014-29,19
martini,/m/01w8pq,2014-30,19
martini,/m/01w8pq,2014-31,18
martini,/m/01w8pq,2014-32,17
martini,/m/01w8pq,2014-33,17
martini,/m/01w8pq,2014-34,17
martini,/m/01w8pq,2014-35,17
martini,/m/01w8pq,2014-36,16
martini,/m/01w8pq,2014-37,15
martini,/m/01w8pq,2014-38,15
martini,/m/01w8pq,2014-39,16
martini,/m/01w8pq,2014-40,16
martini,/m/01w8pq,2014-41,17
martini,/m/01w8pq,2014-42,17
martini,/m/01w8pq,2014-43,20
martini,/m/01w8pq,2014-44,17
martini,/m/01w8pq,2014-45,18
martini,/m/01w8pq,2014-46,21
martini,/m/01w8pq,2014-47,31
martini,/m/01w8pq,2014-48,21
martini,/m/01w8pq,2014-49,24
martini,/m/01w8pq,2014-50,30
martini,/m/01w8pq,2014-51,44
martini,/m/01w8pq,2014-52,35
martini,/m/01w8pq,2015-01,17
martini,/m/01w8pq,2015-02,17
martini,/m/01w8pq,2015-03,18
martini,/m/01w8pq,2015-04,16
martini,/m/01w8pq,2015-05,17
martini,/m/01w8pq,2015-06,21
martini,/m/01w8pq,2015-07,20
martini,/m/01w8pq,2015-08,17
martini,/m/01w8pq,2015-09,17
martini,/m/01w8pq,2015-10,17
martini,/m/01w8pq,2015-11,16
martini,/m/01w8pq,2015-12,16
martini,/m/01w8pq,2015-13,18
martini,/m/01w8pq,2015-14,16
martini,/m/01w8pq,2015-15,15
martini,/m/01w8pq,2015-16,15
martini,/m/01w8pq,2015-17,16
martini,/m/01w8pq,2015-18,16
martini,/m/01w8pq,2015-19,17
martini,/m/01w8pq,2015-20,16
martini,/m/01w8pq,2015-21,19
martini,/m/01w8pq,2015-22,17
martini,/m/01w8pq,2015-23,20
martini,/m/01w8pq,2015-24,21
martini,/m/01w8pq,2015-25,20
martini,/m/01w8pq,2015-26,22
martini,/m/01w8pq,2015-27,19
martini,/m/01w8pq,2015-28,19
martini,/m/01w8pq,2015-29,20
martini,/m/01w8pq,2015-30,18
martini,/m/01w8pq,2015-31,18
martini,/m/01w8pq,2015-32,18
martini,/m/01w8pq,2015-33,18
martini,/m/01w8pq,2015-34,19
martini,/m/01w8pq,2015-35,18
martini,/m/01w8pq,2015-36,18
martini,/m/01w8pq,2015-37,16
martini,/m/01w8pq,2015-38,17
martini,/m/01w8pq,2015-39,16
martini,/m/01w8pq,2015-40,16
martini,/m/01w8pq,2015-41,17
martini,/m/01w8pq,2015-42,16
martini,/m/01w8pq,2015-43,21
martini,/m/01w8pq,2015-44,19
martini,/m/01w8pq,2015-45,21
martini,/m/01w8pq,2015-46,21
martini,/m/01w8pq,2015-47,32
martini,/m/01w8pq,2015-48,20
martini,/m/01w8pq,2015-49,25
martini,/m/01w8pq,2015-50,30
martini,/m/01w8pq,2015-51,45
martini,/m/01w8pq,2015-52,38
martini,/m/01w8pq,2016-01,19
martini,/m/01w8pq,2016-02,20
martini,/m/01w8pq,2016-03,19
martini,/m/01w8pq,2016-04,19
martini,/m/01w8pq,2016-05,16
martini,/m/01w8pq,2016-06,19
martini,/m/01w8pq,2016-07,20
martini,/m/01w8pq,2016-08,18
martini,/m/01w8pq,2016-09,16
martini,/m/01w8pq,2016-10,18
martini,/m/01w8pq,2016-11,17
martini,/m/01w8pq,2016-12,17
martini,/m/01w8pq,2016-13,17
martini,/m/01w8pq,2016-14,18
martini,/m/01w8pq,2016-15,16
martini,/m/01w8pq,2016-16,15
martini,/m/01w8pq,2016-17,15
martini,/m/01w8pq,2016-18,15
martini,/m/01w8pq,2016-19,16
martini,/m/01w8pq,2016-20,17
martini,/m/01w8pq,2016-21,16
martini,/m/01w8pq,2016-22,18
martini,/m/01w8pq,2016-23,17
martini,/m/01w8pq,2016-24,19
martini,/m/01w8pq,2016-25,18
martini,/m/01w8pq,2016-26,20
martini,/m/01w8pq,2016-27,20
martini,/m/01w8pq,2016-28,19
martini,/m/01w8pq,2016-29,17
martini,/m/01w8pq,2016-30,19
martini,/m/01w8pq,2016-31,16
martini,/m/01w8pq,2016-32,16
martini,/m/01w8pq,2016-33,18
martini,/m/01w8pq,2016-34,16
martini,/m/01w8pq,2016-35,15
martini,/m/01w8pq,2016-36,16
martini,/m/01w8pq,2016-37,16
martini,/m/01w8pq,2016-38,18
martini,/m/01w8pq,2016-39,16
martini,/m/01w8pq,2016-40,17
martini,/m/01w8pq,2016-41,19
martini,/m/01w8pq,2016-42,20
martini,/m/01w8pq,2016-43,20
martini,/m/01w8pq,2016-44,20
martini,/m/01w8pq,2016-45,18
martini,/m/01w8pq,2016-46,19
martini,/m/01w8pq,2016-47,28
martini,/m/01w8pq,2016-48,18
martini,/m/01w8pq,2016-49,21
martini,/m/01w8pq,2016-50,25
martini,/m/01w8pq,2016-51,40
martini,/m/01w8pq,2016-52,37
white-russian,/m/0859j,2004-01,21
white-russian,/m/0859j,2004-02,29
white-russian,/m/0859j,2004-03,26
white-russian,/m/0859j,2004-04,15
white-russian,/m/0859j,2004-05,17
white-russian,/m/0859j,2004-06,18
white-russian,/m/0859j,2004-07,17
white-russian,/m/0859j,2004-08,20
white-russian,/m/0859j,2004-09,23
white-russian,/m/0859j,2004-10,31
white-russian,/m/0859j,2004-11,26
white-russian,/m/0859j,2004-12,24
white-russian,/m/0859j,2004-13,14
white-russian,/m/0859j,2004-14,18
white-russian,/m/0859j,2004-15,22
white-russian,/m/0859j,2004-16,21
white-russian,/m/0859j,2004-17,19
white-russian,/m/0859j,2004-18,13
white-russian,/m/0859j,2004-19,13
white-russian,/m/0859j,2004-20,14
white-russian,/m/0859j,2004-21,29
white-russian,/m/0859j,2004-22,19
white-russian,/m/0859j,2004-23,29
white-russian,/m/0859j,2004-24,18
white-russian,/m/0859j,2004-25,29
white-russian,/m/0859j,2004-26,15
white-russian,/m/0859j,2004-27,26
white-russian,/m/0859j,2004-28,18
white-russian,/m/0859j,2004-29,17
white-russian,/m/0859j,2004-30,15
white-russian,/m/0859j,2004-31,17
white-russian,/m/0859j,2004-32,21
white-russian,/m/0859j,2004-33,21
white-russian,/m/0859j,2004-34,21
white-russian,/m/0859j,2004-35,21
white-russian,/m/0859j,2004-36,24
white-russian,/m/0859j,2004-37,16
white-russian,/m/0859j,2004-38,18
white-russian,/m/0859j,2004-39,18
white-russian,/m/0859j,2004-40,21
white-russian,/m/0859j,2004-41,19
white-russian,/m/0859j,2004-42,21
white-russian,/m/0859j,2004-43,18
white-russian,/m/0859j,2004-44,20
white-russian,/m/0859j,2004-45,36
white-russian,/m/0859j,2004-46,28
white-russian,/m/0859j,2004-47,53
white-russian,/m/0859j,2004-48,31
white-russian,/m/0859j,2004-49,31
white-russian,/m/0859j,2004-50,36
white-russian,/m/0859j,2004-51,72
white-russian,/m/0859j,2004-52,34
white-russian,/m/0859j,2005-01,23
white-russian,/m/0859j,2005-02,31
white-russian,/m/0859j,2005-03,26
white-russian,/m/0859j,2005-04,33
white-russian,/m/0859j,2005-05,23
white-russian,/m/0859j,2005-06,21
